week_start,week_end,funding_scenario,cost_scenario,weekly_funding,jitosol_yield,weekly_cost,carry_B1,carry_B2,carry_B3,actual_data
2024-07-19,2024-07-26,bearish,optimistic,0.0005753424657534246,0.0010245224091015423,0.00023094688221709007,0.00034439558353633454,0.001368917992637877,0.0008689179926378769,False
2024-07-26,2024-08-02,bearish,optimistic,0.0005753424657534246,0.0019146222037451643,0.00023094688221709007,0.00034439558353633454,0.002259017787281499,0.001759017787281499,False
2024-08-02,2024-08-09,bearish,optimistic,0.0005753424657534246,0.0013358793996186083,0.00023094688221709007,0.00034439558353633454,0.001680274983154943,0.001180274983154943,False
2024-08-09,2024-08-16,bearish,optimistic,0.0005753424657534246,0.0017085545594056142,0.00023094688221709007,0.00034439558353633454,0.0020529501429419486,0.0015529501429419486,False
2024-08-16,2024-08-23,bearish,optimistic,0.0005753424657534246,0.0014997599320621471,0.00023094688221709007,0.00034439558353633454,0.0018441555155984818,0.0013441555155984818,False
2024-08-23,2024-08-30,bearish,optimistic,0.0005753424657534246,0.0015373725642024358,0.00023094688221709007,0.00034439558353633454,0.0018817681477387705,0.0013817681477387705,False
2024-08-30,2024-09-06,bearish,optimistic,0.0005753424657534246,0.0013848221450308681,0.00023094688221709007,0.00034439558353633454,0.0017292177285672028,0.0012292177285672028,False
2024-09-06,2024-09-13,bearish,optimistic,0.0005753424657534246,0.0009233729680035678,0.00023094688221709007,0.00034439558353633454,0.0012677685515399024,0.0007677685515399023,False
2024-09-13,2024-09-20,bearish,optimistic,0.0005753424657534246,0.0014713922364439278,0.00023094688221709007,0.00034439558353633454,0.0018157878199802624,0.0013157878199802624,False
2024-09-20,2024-09-27,bearish,optimistic,0.0005753424657534246,0.0004941526310830526,0.00023094688221709007,0.00034439558353633454,0.0008385482146193871,0.0003385482146193871,False
2024-09-27,2024-10-04,bearish,optimistic,0.0005753424657534246,0.0023268485661251314,0.00023094688221709007,0.00034439558353633454,0.002671244149661466,0.002171244149661466,False
2024-10-04,2024-10-11,bearish,optimistic,0.0005753424657534246,0.0012330315645982764,0.00023094688221709007,0.00034439558353633454,0.0015774271481346109,0.0010774271481346109,False
2024-10-11,2024-10-18,bearish,optimistic,0.0005753424657534246,0.0013866508915831854,0.00023094688221709007,0.00034439558353633454,0.0017310464751195199,0.0012310464751195199,False
2024-10-18,2024-10-25,bearish,optimistic,0.0005753424657534246,0.00141722141008817,0.00023094688221709007,0.00034439558353633454,0.0017616169936245046,0.0012616169936245046,False
2024-10-25,2024-11-01,bearish,optimistic,0.0005753424657534246,0.0019700236687441347,0.00023094688221709007,0.00034439558353633454,0.002314419252280469,0.001814419252280469,False
2024-11-01,2024-11-08,bearish,optimistic,0.0005753424657534246,0.0027826395702530904,0.00023094688221709007,0.00034439558353633454,0.003127035153789425,0.002627035153789425,False
2024-11-08,2024-11-15,bearish,optimistic,0.0005753424657534246,-0.004250917353077525,0.00023094688221709007,0.00034439558353633454,-0.00390652176954119,-0.0044065217695411895,False
2024-11-15,2024-11-22,bearish,optimistic,0.0005753424657534246,0.006335691654510962,0.00023094688221709007,0.00034439558353633454,0.006680087238047297,0.006180087238047296,False
2024-11-22,2024-11-29,bearish,optimistic,0.0005753424657534246,0.0021684669829372194,0.00023094688221709007,0.00034439558353633454,0.002512862566473554,0.002012862566473554,False
2024-11-29,2024-12-06,bearish,optimistic,0.0005753424657534246,0.002148722604319594,0.00023094688221709007,0.00034439558353633454,0.0024931181878559286,0.0019931181878559286,False
2024-12-06,2024-12-13,bearish,optimistic,0.0005753424657534246,0.0005547564665633173,0.00023094688221709007,0.00034439558353633454,0.0008991520500996519,0.0003991520500996519,False
2024-12-13,2024-12-20,bearish,optimistic,0.0005753424657534246,0.0019341367237157847,0.00023094688221709007,0.00034439558353633454,0.0022785323072521194,0.0017785323072521193,False
2024-12-20,2024-12-27,bearish,optimistic,0.0005753424657534246,0.002111342580218421,0.00023094688221709007,0.00034439558353633454,0.0024557381637547553,0.0019557381637547552,False
2024-12-27,2025-01-03,bearish,optimistic,0.0005753424657534246,0.0011412962196199234,0.00023094688221709007,0.00034439558353633454,0.0014856918031562578,0.0009856918031562578,False
2025-01-03,2025-01-10,bearish,optimistic,0.0005753424657534246,0.0015474709926785377,0.00023094688221709007,0.00034439558353633454,0.0018918665762148723,0.0013918665762148723,False
2025-01-10,2025-01-17,bearish,optimistic,0.0005753424657534246,0.0016542755371381976,0.00023094688221709007,0.00034439558353633454,0.0019986711206745325,0.0014986711206745325,False
2025-01-17,2025-01-24,bearish,optimistic,0.0005753424657534246,-0.002258863337620582,0.00023094688221709007,0.00034439558353633454,-0.0019144677540842475,-0.0024144677540842473,False
2025-01-24,2025-01-31,bearish,optimistic,0.0005753424657534246,0.006614572614444932,0.00023094688221709007,0.00034439558353633454,0.006958968197981267,0.0064589681979812675,False
2025-01-31,2025-02-07,bearish,optimistic,0.0005753424657534246,0.0005445300878445446,0.00023094688221709007,0.00034439558353633454,0.0008889256713808791,0.0003889256713808791,False
2025-02-07,2025-02-14,bearish,optimistic,0.0005753424657534246,0.0023693498239560906,0.00023094688221709007,0.00034439558353633454,0.0027137454074924253,0.0022137454074924253,False
2025-02-14,2025-02-21,bearish,optimistic,0.0005753424657534246,0.002082646756775703,0.00023094688221709007,0.00034439558353633454,0.002427042340312037,0.0019270423403120371,False
2025-02-21,2025-02-28,bearish,optimistic,0.0005753424657534246,0.0016599027921578222,0.00023094688221709007,0.00034439558353633454,0.002004298375694157,0.001504298375694157,False
2025-02-28,2025-03-07,bearish,optimistic,0.0005753424657534246,0.0020424930411015213,0.00023094688221709007,0.00034439558353633454,0.0023868886246378555,0.0018868886246378555,False
2025-03-07,2025-03-14,bearish,optimistic,0.0005753424657534246,0.0009980436930759737,0.00023094688221709007,0.00034439558353633454,0.0013424392766123083,0.0008424392766123083,False
2025-03-14,2025-03-21,bearish,optimistic,0.0005753424657534246,0.002380197466425054,0.00023094688221709007,0.00034439558353633454,0.0027245930499613883,0.0022245930499613883,False
2025-03-21,2025-03-28,bearish,optimistic,0.0005753424657534246,0.00023045553465669437,0.00023094688221709007,0.00034439558353633454,0.0005748511181930289,7.485111819302884e-05,False
2025-03-28,2025-04-04,bearish,optimistic,0.0005753424657534246,0.0019374739096913451,0.00023094688221709007,0.00034439558353633454,0.00228186949322768,0.0017818694932276798,False
2025-04-04,2025-04-11,bearish,optimistic,0.0005753424657534246,0.0013338384317314203,0.00023094688221709007,0.00034439558353633454,0.001678234015267755,0.001178234015267755,False
2025-04-11,2025-04-18,bearish,optimistic,0.0005753424657534246,0.002237653638338642,0.00023094688221709007,0.00034439558353633454,0.002582049221874976,0.002082049221874976,False
2025-04-18,2025-04-25,bearish,optimistic,0.0005753424657534246,0.0013045072842791422,0.00023094688221709007,0.00034439558353633454,0.0016489028678154766,0.0011489028678154766,False
2025-04-25,2025-05-02,bearish,optimistic,0.0005753424657534246,0.0013506047414037412,0.00023094688221709007,0.00034439558353633454,0.0016950003249400758,0.0011950003249400758,False
2025-05-02,2025-05-09,bearish,optimistic,0.0005753424657534246,0.0008341231828260679,0.00023094688221709007,0.00034439558353633454,0.0011785187663624025,0.0006785187663624025,False
2025-05-09,2025-05-16,bearish,optimistic,0.0005753424657534246,0.002146132477407089,0.00023094688221709007,0.00034439558353633454,0.0024905280609434236,0.0019905280609434236,False
2025-05-16,2025-05-23,bearish,optimistic,0.0005753424657534246,0.0022951543240910927,0.00023094688221709007,0.00034439558353633454,0.002639549907627427,0.002139549907627427,False
2025-05-23,2025-05-30,bearish,optimistic,0.0005753424657534246,0.00037187987557929514,0.00023094688221709007,0.00034439558353633454,0.0007162754591156297,0.00021627545911562967,False
2025-05-30,2025-06-06,bearish,optimistic,0.0005753424657534246,0.0015531651922142359,0.00023094688221709007,0.00034439558353633454,0.0018975607757505703,0.0013975607757505703,False
2025-06-06,2025-06-13,bearish,optimistic,0.0005753424657534246,0.001457973716486784,0.00023094688221709007,0.00034439558353633454,0.0018023693000231184,0.0013023693000231184,False
2025-06-13,2025-06-20,bearish,optimistic,0.0005753424657534246,0.0013316108511495703,0.00023094688221709007,0.00034439558353633454,0.001676006434685905,0.001176006434685905,False
2025-06-20,2025-06-27,bearish,optimistic,0.0005753424657534246,0.0006027083554863223,0.00023094688221709007,0.00034439558353633454,0.0009471039390226569,0.00044710393902265685,False
2025-06-27,2025-07-04,bearish,optimistic,0.0005753424657534246,0.002413640341056622,0.00023094688221709007,0.00034439558353633454,0.0027580359245929567,0.0022580359245929567,False
2025-07-04,2025-07-11,bearish,optimistic,0.0005753424657534246,0.001303374293339123,0.00023094688221709007,0.00034439558353633454,0.0016477698768754573,0.0011477698768754573,False
2025-07-11,2025-07-18,bearish,optimistic,0.0005753424657534246,0.0011898238344109555,0.00023094688221709007,0.00034439558353633454,0.0015342194179472901,0.0010342194179472901,False
2025-07-18,2025-07-25,bearish,optimistic,0.0005753424657534246,0.0012601827353317305,0.00023094688221709007,0.00034439558353633454,0.0016045783188680651,0.0011045783188680651,False
2025-07-25,2025-08-01,bearish,optimistic,0.0005753424657534246,0.0008081555447766771,0.00023094688221709007,0.00034439558353633454,0.0011525511283130116,0.0006525511283130116,False
2025-08-01,2025-08-08,bearish,optimistic,0.0005753424657534246,0.0019645693501383504,0.00023094688221709007,0.00034439558353633454,0.0023089649336746846,0.0018089649336746846,False
2025-08-08,2025-08-15,bearish,optimistic,0.0005753424657534246,0.0016850429170549258,0.00023094688221709007,0.00034439558353633454,0.00202943850059126,0.00152943850059126,False
2025-08-15,2025-08-22,bearish,optimistic,0.0005753424657534246,0.0009083102186392253,0.00023094688221709007,0.00034439558353633454,0.00125270580217556,0.0007527058021755599,False
2025-08-22,2025-08-29,bearish,optimistic,0.0005753424657534246,0.0006417726470709135,0.00023094688221709007,0.00034439558353633454,0.000986168230607248,0.00048616823060724807,False
2025-08-29,2025-09-05,bearish,optimistic,0.0005753424657534246,0.0018226256976220853,0.00023094688221709007,0.00034439558353633454,0.00216702128115842,0.0016670212811584202,False
2025-09-05,2025-09-12,bearish,optimistic,0.0005753424657534246,0.0010697412269766726,0.00023094688221709007,0.00034439558353633454,0.001414136810513007,0.000914136810513007,False
2025-09-12,2025-09-19,bearish,optimistic,0.0005753424657534246,0.0010222713579242728,0.00023094688221709007,0.00034439558353633454,0.0013666669414606075,0.0008666669414606075,False
2025-09-19,2025-09-26,bearish,optimistic,0.0005753424657534246,0.0013696274123728663,0.00023094688221709007,0.00034439558353633454,0.0017140229959092008,0.0012140229959092007,False
2025-09-26,2025-10-03,bearish,optimistic,0.0005753424657534246,0.0008482612441492732,0.00023094688221709007,0.00034439558353633454,0.0011926568276856076,0.0006926568276856076,False
2025-10-03,2025-10-10,bearish,optimistic,0.0005753424657534246,0.0019294879175397422,0.00023094688221709007,0.00034439558353633454,0.0022738835010760764,0.0017738835010760764,False
2025-10-10,2025-10-17,bearish,optimistic,0.0005753424657534246,-0.00014766421791269555,0.00023094688221709007,0.00034439558353633454,0.00019673136562363901,-0.000303268634376361,False
2025-10-17,2025-10-24,bearish,optimistic,0.0005753424657534246,0.002009706335440572,0.00023094688221709007,0.00034439558353633454,0.0023541019189769067,0.0018541019189769067,False
2025-10-24,2025-10-31,bearish,optimistic,0.0005753424657534246,0.001045699102070387,0.00023094688221709007,0.00034439558353633454,0.0013900946856067215,0.0008900946856067215,False
2025-10-31,2025-11-07,bearish,optimistic,0.0005753424657534246,0.0006618048413580745,0.00023094688221709007,0.00034439558353633454,0.001006200424894409,0.000506200424894409,False
2025-11-07,2025-11-14,bearish,optimistic,0.0005753424657534246,0.0012053178768271261,0.00023094688221709007,0.00034439558353633454,0.0015497134603634605,0.0010497134603634605,False
2025-11-14,2025-11-21,bearish,optimistic,0.0005753424657534246,0.0016841415078822561,0.00023094688221709007,0.00034439558353633454,0.002028537091418591,0.001528537091418591,False
2025-11-21,2025-11-28,bearish,optimistic,0.0005753424657534246,0.0009465843447007087,0.00023094688221709007,0.00034439558353633454,0.0012909799282370433,0.0007909799282370433,False
2025-11-28,2025-12-05,bearish,optimistic,0.0005753424657534246,0.002043319983977776,0.00023094688221709007,0.00034439558353633454,0.0023877155675141107,0.0018877155675141107,False
2025-12-05,2025-12-12,bearish,optimistic,0.0005753424657534246,0.00026689036584301044,0.00023094688221709007,0.00034439558353633454,0.0006112859493793449,0.00011128594937934492,False
2025-12-12,2025-12-19,bearish,optimistic,0.00033145391077170003,0.0010734567183185043,0.00023094688221709007,0.00010050702855460996,0.0011739637468731142,0.0006739637468731142,True
2025-12-19,2025-12-26,bearish,optimistic,0.0006505672693100001,0.0014162509849269256,0.00023094688221709007,0.00041962038709291,0.0018358713720198355,0.0013358713720198355,True
2025-12-26,2026-01-02,bearish,optimistic,0.0010248590745092002,0.0008739952051324908,0.00023094688221709007,0.0007939121922921101,0.001667907397424601,0.001167907397424601,True
2026-01-02,2026-01-09,bearish,optimistic,-0.00020222984196800002,0.001710208832189102,0.00023094688221709007,-0.0004331767241850901,0.001277032108004012,0.000777032108004012,True
2026-01-09,2026-01-16,bearish,optimistic,0.0003647404947302,0.00024770026440493594,0.00023094688221709007,0.00013379361251310995,0.0003814938769180459,-0.00011850612308195413,True
2026-01-16,2026-01-23,bearish,optimistic,-9.348357386709997e-05,0.0018895170070403835,0.00023094688221709007,-0.00032443045608419006,0.0015650865509561935,0.0010650865509561935,True
2026-01-23,2026-01-30,bearish,optimistic,-2.1464797924899958e-05,0.0006357420429828897,0.00023094688221709007,-0.00025241168014199,0.00038333036284089966,-0.00011666963715910035,True
2026-01-30,2026-02-06,bearish,optimistic,-0.0025738632535516003,0.0007790363260447812,0.00023094688221709007,-0.00280481013576869,-0.0020257738097239093,-0.0025257738097239093,True
2026-02-06,2026-02-13,bearish,optimistic,-0.0032740752241536,0.0007063952386518547,0.00023094688221709007,-0.00350502210637069,-0.0027986268677188354,-0.0032986268677188354,True
2026-02-13,2026-02-20,bearish,optimistic,-0.0007273161832580001,0.0009353852013247137,0.00023094688221709007,-0.0009582630654750902,-2.2877864150376505e-05,-0.0005228778641503765,True
2026-02-20,2026-02-27,bearish,optimistic,-0.0006415367404061001,0.0032752240570253894,0.00023094688221709007,-0.0008724836226231902,0.0024027404344021995,0.0019027404344021995,True
2026-02-27,2026-03-06,bearish,optimistic,-0.00017613606189629993,0.00025618918316941804,0.00023094688221709007,-0.00040708294411339,-0.00015089376094397196,-0.0006508937609439719,True
2026-03-06,2026-03-13,bearish,optimistic,-0.0005386814910341,0.0017649975585534796,0.00023094688221709007,-0.0007696283732511901,0.0009953691853022896,0.0004953691853022896,True
2024-03-15,2024-03-22,bearish,base,0.0005753424657534246,0.0014481965046392277,0.00046189376443418013,0.00011344870131924447,0.001561645205958472,0.001061645205958472,False
2024-03-22,2024-03-29,bearish,base,0.0005753424657534246,0.0041074025031809,0.00046189376443418013,0.00011344870131924447,0.004220851204500145,0.0037208512045001454,False
2024-03-29,2024-04-05,bearish,base,0.0005753424657534246,0.002648582226448624,0.00046189376443418013,0.00011344870131924447,0.0027620309277678686,0.0022620309277678686,False
2024-04-05,2024-04-12,bearish,base,0.0005753424657534246,0.0011034971525876022,0.00046189376443418013,0.00011344870131924447,0.0012169458539068468,0.0007169458539068468,False
2024-04-12,2024-04-19,bearish,base,0.0005753424657534246,-0.0010682602273821879,0.00046189376443418013,0.00011344870131924447,-0.0009548115260629434,-0.0014548115260629435,False
2024-04-19,2024-04-26,bearish,base,0.0005753424657534246,0.003923427690081678,0.00046189376443418013,0.00011344870131924447,0.004036876391400922,0.003536876391400922,False
2024-04-26,2024-05-03,bearish,base,0.0005753424657534246,0.0009156731322675757,0.00046189376443418013,0.00011344870131924447,0.0010291218335868203,0.0005291218335868202,False
2024-05-03,2024-05-10,bearish,base,0.0005753424657534246,0.0021280026154261006,0.00046189376443418013,0.00011344870131924447,0.002241451316745345,0.001741451316745345,False
2024-05-10,2024-05-17,bearish,base,0.0005753424657534246,0.0009290057729667607,0.00046189376443418013,0.00011344870131924447,0.0010424544742860052,0.0005424544742860052,False
2024-05-17,2024-05-24,bearish,base,0.0005753424657534246,0.001977952549894984,0.00046189376443418013,0.00011344870131924447,0.0020914012512142283,0.0015914012512142283,False
2024-05-24,2024-05-31,bearish,base,0.0005753424657534246,0.0011369767599494565,0.00046189376443418013,0.00011344870131924447,0.001250425461268701,0.0007504254612687011,False
2024-05-31,2024-06-07,bearish,base,0.0005753424657534246,0.0018067523916308456,0.00046189376443418013,0.00011344870131924447,0.0019202010929500902,0.0014202010929500902,False
2024-06-07,2024-06-14,bearish,base,0.0005753424657534246,0.0013038991677127854,0.00046189376443418013,0.00011344870131924447,0.0014173478690320297,0.0009173478690320297,False
2024-06-14,2024-06-21,bearish,base,0.0005753424657534246,0.016444488722321404,0.00046189376443418013,0.00011344870131924447,0.01655793742364065,0.016057937423640648,False
2024-06-21,2024-06-28,bearish,base,0.0005753424657534246,-0.0028939764152242802,0.00046189376443418013,0.00011344870131924447,-0.002780527713905036,-0.003280527713905036,False
2024-06-28,2024-07-05,bearish,base,0.0005753424657534246,-0.014462426894579994,0.00046189376443418013,0.00011344870131924447,-0.01434897819326075,-0.01484897819326075,False
2024-07-05,2024-07-12,bearish,base,0.0005753424657534246,0.00728382647179493,0.00046189376443418013,0.00011344870131924447,0.007397275173114174,0.006897275173114174,False
2024-07-12,2024-07-19,bearish,base,0.0005753424657534246,0.001865101549920605,0.00046189376443418013,0.00011344870131924447,0.0019785502512398496,0.0014785502512398496,False
2024-07-19,2024-07-26,bearish,base,0.0005753424657534246,0.0010245224091015423,0.00046189376443418013,0.00011344870131924447,0.0011379711104207869,0.0006379711104207869,False
2024-07-26,2024-08-02,bearish,base,0.0005753424657534246,0.0019146222037451643,0.00046189376443418013,0.00011344870131924447,0.0020280709050644087,0.0015280709050644087,False
2024-08-02,2024-08-09,bearish,base,0.0005753424657534246,0.0013358793996186083,0.00046189376443418013,0.00011344870131924447,0.0014493281009378529,0.0009493281009378528,False
2024-08-09,2024-08-16,bearish,base,0.0005753424657534246,0.0017085545594056142,0.00046189376443418013,0.00011344870131924447,0.0018220032607248588,0.0013220032607248588,False
2024-08-16,2024-08-23,bearish,base,0.0005753424657534246,0.0014997599320621471,0.00046189376443418013,0.00011344870131924447,0.0016132086333813917,0.0011132086333813917,False
2024-08-23,2024-08-30,bearish,base,0.0005753424657534246,0.0015373725642024358,0.00046189376443418013,0.00011344870131924447,0.0016508212655216804,0.0011508212655216804,False
2024-08-30,2024-09-06,bearish,base,0.0005753424657534246,0.0013848221450308681,0.00046189376443418013,0.00011344870131924447,0.0014982708463501127,0.0009982708463501127,False
2024-09-06,2024-09-13,bearish,base,0.0005753424657534246,0.0009233729680035678,0.00046189376443418013,0.00011344870131924447,0.0010368216693228123,0.0005368216693228123,False
2024-09-13,2024-09-20,bearish,base,0.0005753424657534246,0.0014713922364439278,0.00046189376443418013,0.00011344870131924447,0.0015848409377631724,0.0010848409377631723,False
2024-09-20,2024-09-27,bearish,base,0.0005753424657534246,0.0004941526310830526,0.00046189376443418013,0.00011344870131924447,0.000607601332402297,0.00010760133240229701,False
2024-09-27,2024-10-04,bearish,base,0.0005753424657534246,0.0023268485661251314,0.00046189376443418013,0.00011344870131924447,0.002440297267444376,0.0019402972674443758,False
2024-10-04,2024-10-11,bearish,base,0.0005753424657534246,0.0012330315645982764,0.00046189376443418013,0.00011344870131924447,0.0013464802659175208,0.0008464802659175208,False
2024-10-11,2024-10-18,bearish,base,0.0005753424657534246,0.0013866508915831854,0.00046189376443418013,0.00011344870131924447,0.0015000995929024298,0.0010000995929024298,False
2024-10-18,2024-10-25,bearish,base,0.0005753424657534246,0.00141722141008817,0.00046189376443418013,0.00011344870131924447,0.0015306701114074146,0.0010306701114074146,False
2024-10-25,2024-11-01,bearish,base,0.0005753424657534246,0.0019700236687441347,0.00046189376443418013,0.00011344870131924447,0.002083472370063379,0.001583472370063379,False
2024-11-01,2024-11-08,bearish,base,0.0005753424657534246,0.0027826395702530904,0.00046189376443418013,0.00011344870131924447,0.0028960882715723347,0.0023960882715723347,False
2024-11-08,2024-11-15,bearish,base,0.0005753424657534246,-0.004250917353077525,0.00046189376443418013,0.00011344870131924447,-0.00413746865175828,-0.00463746865175828,False
2024-11-15,2024-11-22,bearish,base,0.0005753424657534246,0.006335691654510962,0.00046189376443418013,0.00011344870131924447,0.006449140355830206,0.005949140355830206,False
2024-11-22,2024-11-29,bearish,base,0.0005753424657534246,0.0021684669829372194,0.00046189376443418013,0.00011344870131924447,0.002281915684256464,0.0017819156842564638,False
2024-11-29,2024-12-06,bearish,base,0.0005753424657534246,0.002148722604319594,0.00046189376443418013,0.00011344870131924447,0.0022621713056388383,0.0017621713056388383,False
2024-12-06,2024-12-13,bearish,base,0.0005753424657534246,0.0005547564665633173,0.00046189376443418013,0.00011344870131924447,0.0006682051678825619,0.00016820516788256185,False
2024-12-13,2024-12-20,bearish,base,0.0005753424657534246,0.0019341367237157847,0.00046189376443418013,0.00011344870131924447,0.002047585425035029,0.001547585425035029,False
2024-12-20,2024-12-27,bearish,base,0.0005753424657534246,0.002111342580218421,0.00046189376443418013,0.00011344870131924447,0.0022247912815376654,0.0017247912815376654,False
2024-12-27,2025-01-03,bearish,base,0.0005753424657534246,0.0011412962196199234,0.00046189376443418013,0.00011344870131924447,0.0012547449209391677,0.0007547449209391677,False
2025-01-03,2025-01-10,bearish,base,0.0005753424657534246,0.0015474709926785377,0.00046189376443418013,0.00011344870131924447,0.0016609196939977823,0.0011609196939977823,False
2025-01-10,2025-01-17,bearish,base,0.0005753424657534246,0.0016542755371381976,0.00046189376443418013,0.00011344870131924447,0.0017677242384574422,0.0012677242384574422,False
2025-01-17,2025-01-24,bearish,base,0.0005753424657534246,-0.002258863337620582,0.00046189376443418013,0.00011344870131924447,-0.0021454146363013376,-0.0026454146363013376,False
2025-01-24,2025-01-31,bearish,base,0.0005753424657534246,0.006614572614444932,0.00046189376443418013,0.00011344870131924447,0.006728021315764178,0.006228021315764177,False
2025-01-31,2025-02-07,bearish,base,0.0005753424657534246,0.0005445300878445446,0.00046189376443418013,0.00011344870131924447,0.000657978789163789,0.00015797878916378903,False
2025-02-07,2025-02-14,bearish,base,0.0005753424657534246,0.0023693498239560906,0.00046189376443418013,0.00011344870131924447,0.002482798525275335,0.001982798525275335,False
2025-02-14,2025-02-21,bearish,base,0.0005753424657534246,0.002082646756775703,0.00046189376443418013,0.00011344870131924447,0.0021960954580949473,0.0016960954580949473,False
2025-02-21,2025-02-28,bearish,base,0.0005753424657534246,0.0016599027921578222,0.00046189376443418013,0.00011344870131924447,0.0017733514934770668,0.0012733514934770668,False
2025-02-28,2025-03-07,bearish,base,0.0005753424657534246,0.0020424930411015213,0.00046189376443418013,0.00011344870131924447,0.0021559417424207657,0.0016559417424207657,False
2025-03-07,2025-03-14,bearish,base,0.0005753424657534246,0.0009980436930759737,0.00046189376443418013,0.00011344870131924447,0.0011114923943952183,0.0006114923943952182,False
2025-03-14,2025-03-21,bearish,base,0.0005753424657534246,0.002380197466425054,0.00046189376443418013,0.00011344870131924447,0.0024936461677442985,0.0019936461677442984,False
2025-03-21,2025-03-28,bearish,base,0.0005753424657534246,0.00023045553465669437,0.00046189376443418013,0.00011344870131924447,0.0003439042359759388,-0.00015609576402406122,False
2025-03-28,2025-04-04,bearish,base,0.0005753424657534246,0.0019374739096913451,0.00046189376443418013,0.00011344870131924447,0.0020509226110105895,0.0015509226110105895,False
2025-04-04,2025-04-11,bearish,base,0.0005753424657534246,0.0013338384317314203,0.00046189376443418013,0.00011344870131924447,0.001447287133050665,0.0009472871330506649,False
2025-04-11,2025-04-18,bearish,base,0.0005753424657534246,0.002237653638338642,0.00046189376443418013,0.00011344870131924447,0.0023511023396578863,0.0018511023396578863,False
2025-04-18,2025-04-25,bearish,base,0.0005753424657534246,0.0013045072842791422,0.00046189376443418013,0.00011344870131924447,0.0014179559855983866,0.0009179559855983866,False
2025-04-25,2025-05-02,bearish,base,0.0005753424657534246,0.0013506047414037412,0.00046189376443418013,0.00011344870131924447,0.0014640534427229858,0.0009640534427229857,False
2025-05-02,2025-05-09,bearish,base,0.0005753424657534246,0.0008341231828260679,0.00046189376443418013,0.00011344870131924447,0.0009475718841453124,0.0004475718841453124,False
2025-05-09,2025-05-16,bearish,base,0.0005753424657534246,0.002146132477407089,0.00046189376443418013,0.00011344870131924447,0.0022595811787263333,0.0017595811787263333,False
2025-05-16,2025-05-23,bearish,base,0.0005753424657534246,0.0022951543240910927,0.00046189376443418013,0.00011344870131924447,0.002408603025410337,0.001908603025410337,False
